split,class,original_path,segmented_path,foreground_ratio
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-5086150-15.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-5086150-15.jpeg,0.2066924426020408
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-1233824-1.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-1233824-1.jpeg,0.03589365433673469
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-6264369-3.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-6264369-3.jpeg,0.1845105229591837
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6493580-4.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6493580-4.jpeg,0.28342235331632654
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6652117-219.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6652117-219.jpeg,0.2375438456632653
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6493580-67.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6493580-67.jpeg,0.26877391581632654
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-7732521-59.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-7732521-59.jpeg,0.21727519132653061
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-4630435-10.jpeg,/kaggle/working/segmented_images/train/DME/DME-4630435-10.jpeg,0.11104910714285714
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-8351260-9.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-8351260-9.jpeg,0.16990194515306123
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-6716735-11.jpeg,/kaggle/working/segmented_images/train/DME/DME-6716735-11.jpeg,0.24158960459183673
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-2158821-9.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-2158821-9.jpeg,0.2615991709183674
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-8021092-2.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-8021092-2.jpeg,0.17982700892857142
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-2772119-3.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-2772119-3.jpeg,0.07782605229591837
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-8783825-214.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-8783825-214.jpeg,0.24166932397959184
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-5697282-3.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-5697282-3.jpeg,0.08470184948979592
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-3157783-38.jpeg,/kaggle/working/segmented_images/train/DME/DME-3157783-38.jpeg,0.21651785714285715
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-4570780-7.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-4570780-7.jpeg,0.29390545280612246
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-3030629-19.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-3030629-19.jpeg,0.22492825255102042
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-779442-9.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-779442-9.jpeg,0.22947225765306123
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-3850501-3.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-3850501-3.jpeg,0.16444116709183673
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-5594757-49.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-5594757-49.jpeg,0.12615593112244897
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6652117-351.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6652117-351.jpeg,0.24697066326530612
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1390155-44.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1390155-44.jpeg,0.08838887117346939
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-5699128-80.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-5699128-80.jpeg,0.10216039540816327
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-5431636-38.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-5431636-38.jpeg,0.19182477678571427
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-7315522-212.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-7315522-212.jpeg,0.21749441964285715
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-8982961-53.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-8982961-53.jpeg,0.21342873086734693
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-67147-4.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-67147-4.jpeg,0.17893016581632654
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1016042-188.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1016042-188.jpeg,0.2990672831632653
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-8925796-6.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-8925796-6.jpeg,0.043845663265306124
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-7873827-92.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-7873827-92.jpeg,0.09805484693877552
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-1760955-2.jpeg,/kaggle/working/segmented_images/train/DME/DME-1760955-2.jpeg,0.21807238520408162
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1188386-143.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1188386-143.jpeg,0.24776785714285715
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-6193297-79.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-6193297-79.jpeg,0.1783721301020408
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-6347820-5.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-6347820-5.jpeg,0.18889508928571427
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-7707202-10.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-7707202-10.jpeg,0.044044961734693876
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-7565927-5.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-7565927-5.jpeg,0.22781808035714285
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-9593170-17.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-9593170-17.jpeg,0.055345184948979595
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6652117-238.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6652117-238.jpeg,0.17719626913265307
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-8889771-86.jpeg,/kaggle/working/segmented_images/train/DME/DME-8889771-86.jpeg,0.2647281568877551
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1188386-284.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1188386-284.jpeg,0.23451450892857142
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-5530115-7.jpeg,/kaggle/working/segmented_images/train/DME/DME-5530115-7.jpeg,0.04017857142857143
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-8605472-4.jpeg,/kaggle/working/segmented_images/train/DME/DME-8605472-4.jpeg,0.2071906887755102
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-5572449-3.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-5572449-3.jpeg,0.23244180484693877
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-9867791-15.jpeg,/kaggle/working/segmented_images/train/DME/DME-9867791-15.jpeg,0.05739795918367347
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-451136-192.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-451136-192.jpeg,0.08547911352040816
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-2116022-38.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-2116022-38.jpeg,0.2347735969387755
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-9642260-9.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-9642260-9.jpeg,0.18096301020408162
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-2515109-20.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-2515109-20.jpeg,0.1905094068877551
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-7873827-87.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-7873827-87.jpeg,0.2889827806122449
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-163081-51.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-163081-51.jpeg,0.16737085459183673
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-4027007-2.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-4027007-2.jpeg,0.32077088647959184
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-933576-182.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-933576-182.jpeg,0.20495854591836735
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-3947232-5.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-3947232-5.jpeg,0.06094547193877551
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-7373616-14.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-7373616-14.jpeg,0.2836216517857143
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-9492768-4.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-9492768-4.jpeg,0.19788345025510204
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-8164222-3.jpeg,/kaggle/working/segmented_images/train/DME/DME-8164222-3.jpeg,0.2512755102040816
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-9455497-15.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-9455497-15.jpeg,0.17930883290816327
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1997439-77.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1997439-77.jpeg,0.25436463647959184
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-8171357-8.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-8171357-8.jpeg,0.05074139030612245
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-9301250-2.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-9301250-2.jpeg,0.19557158801020408
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-4486034-12.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-4486034-12.jpeg,0.1258968431122449
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1711943-5.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1711943-5.jpeg,0.21593989158163265
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-759909-2.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-759909-2.jpeg,0.21071827168367346
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-6778225-11.jpeg,/kaggle/working/segmented_images/train/DME/DME-6778225-11.jpeg,0.10999282525510204
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-8525575-21.jpeg,/kaggle/working/segmented_images/train/DME/DME-8525575-21.jpeg,0.18825733418367346
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-9935363-47.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-9935363-47.jpeg,0.3529575892857143
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-9655558-1.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-9655558-1.jpeg,0.17631935586734693
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-2156263-8.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-2156263-8.jpeg,0.04005899234693878
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-4086346-1.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-4086346-1.jpeg,0.1581234056122449
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-3879566-12.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-3879566-12.jpeg,0.10758131377551021
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-3724972-4.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-3724972-4.jpeg,0.15349968112244897
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-445726-5.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-445726-5.jpeg,0.2049984056122449
test,CNV,/kaggle/input/oct2017/OCT2017/test/CNV/CNV-781814-1.jpeg,/kaggle/working/segmented_images/test/CNV/CNV-781814-1.jpeg,0.28591358418367346
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-3346049-2.jpeg,/kaggle/working/segmented_images/train/DME/DME-3346049-2.jpeg,0.055365114795918366
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1173253-37.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1173253-37.jpeg,0.21338887117346939
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-4732594-38.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-4732594-38.jpeg,0.14299665178571427
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-2213958-2.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-2213958-2.jpeg,0.09867267219387756
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1729810-109.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1729810-109.jpeg,0.2216796875
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-2951435-11.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-2951435-11.jpeg,0.21334901147959184
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-933576-157.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-933576-157.jpeg,0.06796077806122448
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-5057531-12.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-5057531-12.jpeg,0.17729591836734693
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6314049-164.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6314049-164.jpeg,0.03089126275510204
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-3824062-23.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-3824062-23.jpeg,0.04625717474489796
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-954024-1.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-954024-1.jpeg,0.03750797193877551
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-3473531-1.jpeg,/kaggle/working/segmented_images/train/DME/DME-3473531-1.jpeg,0.05464764030612245
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6626487-5.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6626487-5.jpeg,0.09333147321428571
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-8972369-29.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-8972369-29.jpeg,0.27770248724489793
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-4047469-6.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-4047469-6.jpeg,0.16155133928571427
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-4671304-1.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-4671304-1.jpeg,0.21081792091836735
test,DME,/kaggle/input/oct2017/OCT2017/test/DME/DME-7939555-3.jpeg,/kaggle/working/segmented_images/test/DME/DME-7939555-3.jpeg,0.22871492346938777
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-412941-10.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-412941-10.jpeg,0.19401705994897958
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1188386-717.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1188386-717.jpeg,0.2559191645408163
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-779442-130.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-779442-130.jpeg,0.11866230867346939
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-6294785-130.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-6294785-130.jpeg,0.08432318239795919
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-1188386-330.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-1188386-330.jpeg,0.2586296237244898
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-8021831-7.jpeg,/kaggle/working/segmented_images/train/DME/DME-8021831-7.jpeg,0.2572743941326531
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-3244919-9.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-3244919-9.jpeg,0.09494579081632654
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-8598714-103.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-8598714-103.jpeg,0.35959422831632654
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-5218662-24.jpeg,/kaggle/working/segmented_images/train/DME/DME-5218662-24.jpeg,0.25119579081632654
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-557437-7.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-557437-7.jpeg,0.15415736607142858
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-4242335-221.jpeg,/kaggle/working/segmented_images/train/DME/DME-4242335-221.jpeg,0.1652782206632653
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-1767347-9.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-1767347-9.jpeg,0.1542370854591837
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-1715545-3.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-1715545-3.jpeg,0.05508609693877551
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-9374492-357.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-9374492-357.jpeg,0.16942362882653061
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-2192440-153.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-2192440-153.jpeg,0.2362683354591837
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-900316-4.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-900316-4.jpeg,0.09705835459183673
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-2560569-2.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-2560569-2.jpeg,0.18287627551020408
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-3318854-247.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-3318854-247.jpeg,0.15587133290816327
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-9741678-4.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-9741678-4.jpeg,0.16083386479591838
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-8783825-270.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-8783825-270.jpeg,0.10861766581632654
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-445726-26.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-445726-26.jpeg,0.2146843112244898
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-4634094-31.jpeg,/kaggle/working/segmented_images/train/DME/DME-4634094-31.jpeg,0.20332429846938777
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-2724152-78.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-2724152-78.jpeg,0.27549027423469385
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-692554-26.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-692554-26.jpeg,0.10672433035714286
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-2388519-8.jpeg,/kaggle/working/segmented_images/train/DME/DME-2388519-8.jpeg,0.07266422193877552
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-8147741-5.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-8147741-5.jpeg,0.06032764668367347
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-1953845-7.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-1953845-7.jpeg,0.19527264030612246
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-7642718-4.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-7642718-4.jpeg,0.12422273596938775
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-8499917-25.jpeg,/kaggle/working/segmented_images/train/DME/DME-8499917-25.jpeg,0.19796316964285715
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-2734078-8.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-2734078-8.jpeg,0.15224410076530612
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-3075006-25.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-3075006-25.jpeg,0.29904735331632654
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-103044-183.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-103044-183.jpeg,0.270328443877551
train,DME,/kaggle/input/oct2017/OCT2017/train/DME/DME-8499917-28.jpeg,/kaggle/working/segmented_images/train/DME/DME-8499917-28.jpeg,0.041135204081632654
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-2894315-5.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-2894315-5.jpeg,0.2136280293367347
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-7902439-122.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-7902439-122.jpeg,0.15082908163265307
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-878078-5.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-878078-5.jpeg,0.15939891581632654
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-794538-101.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-794538-101.jpeg,0.2600047831632653
test,NORMAL,/kaggle/input/oct2017/OCT2017/test/NORMAL/NORMAL-549356-1.jpeg,/kaggle/working/segmented_images/test/NORMAL/NORMAL-549356-1.jpeg,0.15196508290816327
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-3234724-4.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-3234724-4.jpeg,0.09247448979591837
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-4521812-1.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-4521812-1.jpeg,0.12143255739795919
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-4283050-19.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-4283050-19.jpeg,0.04302853954081633
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-2511773-2.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-2511773-2.jpeg,0.2039421237244898
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-8833506-160.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-8833506-160.jpeg,0.06702407525510204
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-9453329-24.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-9453329-24.jpeg,0.07669005102040816
train,DRUSEN,/kaggle/input/oct2017/OCT2017/train/DRUSEN/DRUSEN-9624303-4.jpeg,/kaggle/working/segmented_images/train/DRUSEN/DRUSEN-9624303-4.jpeg,0.1708984375
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-7531689-69.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-7531689-69.jpeg,0.05548469387755102
train,NORMAL,/kaggle/input/oct2017/OCT2017/train/NORMAL/NORMAL-1959316-7.jpeg,/kaggle/working/segmented_images/train/NORMAL/NORMAL-1959316-7.jpeg,0.26845503826530615
train,CNV,/kaggle/input/oct2017/OCT2017/train/CNV/CNV-794538-175.jpeg,/kaggle/working/segmented_images/train/CNV/CNV-794538-175.jpeg,0.21781329719387754
